pignum,sample_ID,Gender,weight_9_12,weight_10_9,weight,AULC,experiment,day,tissue,num_seqs,treatment,set,log_sal,nurse_gain,pen,pig_day_tissue,acetate,propionate,isobutyrate,butyrate,isovalerate,valerate,caproate,oxalate,phenylacetate,succinate,lactate
191,X12bP191D21X,M,8.6,14.75,NA,38.743423200754194,X12b,D21,X,31151,Control,X12b_D21_X_Control,0,6.15,39,191_D21_X,75.39519,54.43812,0.5015999999999999,13.30953,0.50778,3.7089600000000003,0.50676,0.29286,0.11397000000000002,0.30039,0.66726
191,X12bP191D2F,M,8.6,14.75,NA,38.743423200754194,X12b,D2,F,24596,Control,X12b_D2_F_Control,2.54406804435028,6.15,39,191_D2_F,73.38774000000001,31.8189,3.4268099999999997,15.22035,3.8377499999999998,6.12279,1.0543299999999998,0,1.05813,0.44904,0.45099
191,X12bP191D7F,M,8.6,14.75,NA,38.743423200754194,X12b,D7,F,37783,Control,X12b_D7_F_Control,2,6.15,39,191_D7_F,90.91371000000001,43.57431,5.4153,26.28744,8.56983,11.97621,3.5619700000000005,0,2.06394,2.06601,3.1055699999999997
198,X12bP198D0F,M,6.5,12.15,NA,53.76049390661423,X12b,D0,F,29296,RCS,X12b_D0_F_RCS,0,5.65,40,198_D0_F,68.01228,20.40081,2.1667199999999998,12.899550000000001,1.9745700000000002,2.0418,0.35701,0,0.60573,0.9721500000000001,0.49859999999999993
198,X12bP198D0Q,M,6.5,12.15,NA,53.76049390661423,X12b,D0,Q,32246,RCS,X12b_D0_Q_RCS,0,5.65,40,198_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,X12bP198D14F,M,6.5,12.15,NA,53.76049390661423,X12b,D14,F,48129,RCS,X12b_D14_F_RCS,1.69897000433602,5.65,40,198_D14_F,74.29377000000001,25.64334,2.52006,12.568439999999999,2.7425699999999997,3.6370199999999997,0.07495000000000002,0,0.87378,2.4089400000000003,3.13506
198,X12bP198D21C,M,6.5,12.15,NA,53.76049390661423,X12b,D21,C,22648,RCS,X12b_D21_C_RCS,1.60205999132796,5.65,40,198_D21_C,72.11988,36.81267,0.6715800000000001,14.459220000000002,0.8115299999999999,2.87376,0.45003000000000004,0.2784,0.15645,0.7902899999999999,1.16934
198,X12bP198D21F,M,6.5,12.15,NA,53.76049390661423,X12b,D21,F,29755,RCS,X12b_D21_F_RCS,1.69897000433602,5.65,40,198_D21_F,88.97526,37.49025,3.05478,22.35342,3.66819,5.84007,1.05829,0,0.9460799999999999,2.6271,14.528220000000001
198,X12bP198D2F,M,6.5,12.15,NA,53.76049390661423,X12b,D2,F,33555,RCS,X12b_D2_F_RCS,4.95424250943933,5.65,40,198_D2_F,62.55407999999999,41.22369,2.02164,10.23453,1.87452,7.70754,0.08770000000000006,0,0.66864,0.47742,0
198,X12bP198D7F,M,6.5,12.15,NA,53.76049390661423,X12b,D7,F,21601,RCS,X12b_D7_F_RCS,3.09691001300806,5.65,40,198_D7_F,83.23158000000001,38.53056,1.7212800000000001,10.26651,1.83528,5.34753,0.12457000000000001,0,0.58653,2.8113,11.775660000000002
211,X12bP211D0F,M,6.15,13.9,NA,30.892790030352142,X12b,D0,F,24698,Acid,X12b_D0_F_Acid,0,7.75,43,211_D0_F,71.00067000000001,34.5759,4.0545,16.113329999999998,5.39589,7.448040000000001,1.41187,0,1.25922,0.8869500000000001,0.5151600000000001
211,X12bP211D0Q,M,6.15,13.9,NA,30.892790030352142,X12b,D0,Q,18498,Acid,X12b_D0_Q_Acid,0,7.75,43,211_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,X12bP211D21C,M,6.15,13.9,NA,30.892790030352142,X12b,D21,C,28546,Acid,X12b_D21_C_Acid,0,7.75,43,211_D21_C,79.73277,44.80386,0.49881,19.855620000000002,0.53034,2.47827,0.46095,0.29367,0,0.72738,0.35126999999999997
211,X12bP211D21F,M,6.15,13.9,NA,30.892790030352142,X12b,D21,F,23656,Acid,X12b_D21_F_Acid,0,7.75,43,211_D21_F,76.72032,33.98568,3.8105400000000005,20.231939999999998,5.7222,5.18139,1.4740599999999997,0,1.5520800000000001,1.51536,6.45243
211,X12bP211D2F,M,6.15,13.9,NA,30.892790030352142,X12b,D2,F,23364,Acid,X12b_D2_F_Acid,2,7.75,43,211_D2_F,68.92725,30.624000000000002,4.31109,16.895880000000002,4.91637,5.68698,1.1394700000000002,0,1.28292,0.67266,0.84294
219,X12bP219D0F,M,6.15,12.5,NA,64.27066004039568,X12b,D0,F,22101,ZnCu,X12b_D0_F_ZnCu,0,6.35,44,219_D0_F,64.866,30.964740000000003,2.43555,22.91169,2.15985,6.67971,0.34138000000000007,0,0.5517299999999999,1.00431,0.82782
219,X12bP219D0Q,M,6.15,12.5,NA,64.27066004039568,X12b,D0,Q,15529,ZnCu,X12b_D0_Q_ZnCu,0,6.35,44,219_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,X12bP219D14F,M,6.15,12.5,NA,64.27066004039568,X12b,D14,F,18363,ZnCu,X12b_D14_F_ZnCu,2.69897000433602,6.35,44,219_D14_F,81.522,42.14808,4.39983,27.57378,6.03411,10.436069999999999,1.3027600000000001,0,1.5552,1.58328,0
219,X12bP219D21C,M,6.15,12.5,NA,64.27066004039568,X12b,D21,C,27075,ZnCu,X12b_D21_C_ZnCu,2.7160033436348,6.35,44,219_D21_C,66.47847,32.650259999999996,0.48159,26.440170000000002,0.57891,12.524159999999998,0.65514,0.65028,0.3468,9.63405,1.7613600000000003
219,X12bP219D21F,M,6.15,12.5,NA,64.27066004039568,X12b,D21,F,11709,ZnCu,X12b_D21_F_ZnCu,3.16136800223497,6.35,44,219_D21_F,88.41141,28.86432,3.79842,21.42861,4.77831,7.217370000000001,0.79864,0,1.39851,2.17356,34.73829
219,X12bP219D2F,M,6.15,12.5,NA,64.27066004039568,X12b,D2,F,24596,ZnCu,X12b_D2_F_ZnCu,4.8750612633917,6.35,44,219_D2_F,47.08437,20.463720000000002,2.99427,12.506969999999999,3.66828,4.50129,0.26611,0,1.1541,1.67784,6.865259999999999
219,X12bP219D7F,M,6.15,12.5,NA,64.27066004039568,X12b,D7,F,25545,ZnCu,X12b_D7_F_ZnCu,2.8750612633917,6.35,44,219_D7_F,72.40596000000001,35.18424,4.434150000000001,20.03046,6.30765,9.04608,0.57778,0,1.77852,1.46367,3.25248
224,X12bP224D0F,F,4.9,12,NA,56.12655793074365,X12b,D0,F,30395,Control,X12b_D0_F_Control,0,7.1,45,224_D0_F,50.42892,17.32578,3.3599099999999997,9.79686,4.4559299999999995,2.56527,0.07831000000000005,0,1.18875,0.87807,0.7644299999999999
224,X12bP224D0Q,F,4.9,12,NA,56.12655793074365,X12b,D0,Q,14628,Control,X12b_D0_Q_Control,0,7.1,45,224_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,X12bP224D14F,F,4.9,12,NA,56.12655793074365,X12b,D14,F,29375,Control,X12b_D14_F_Control,1.69897000433602,7.1,45,224_D14_F,107.60466000000001,39.20028,5.62791,26.74563,7.04574,6.5928,1.10773,0,1.93431,1.67142,0.49014
224,X12bP224D21C,F,4.9,12,NA,56.12655793074365,X12b,D21,C,24495,Control,X12b_D21_C_Control,2.41497334797082,7.1,45,224_D21_C,87.36972,43.18929,0.69525,16.131300000000003,0.71085,1.82016,0.68118,0.46176,0.20616,0.8474999999999999,1.2915
224,X12bP224D21F,F,4.9,12,NA,56.12655793074365,X12b,D21,F,22901,Control,X12b_D21_F_Control,1.69897000433602,7.1,45,224_D21_F,94.60961999999999,37.91952,4.71345,26.429249999999996,6.526019999999999,5.58168,1.5099099999999999,0,1.82268,1.73457,11.76387
224,X12bP224D21X,F,4.9,12,NA,56.12655793074365,X12b,D21,X,24439,Control,X12b_D21_X_Control,1.30102999566398,7.1,45,224_D21_X,87.36972,43.18929,0.69525,16.131300000000003,0.71085,1.82016,0.68118,0.46176,0.20616,0.8474999999999999,1.2915
224,X12bP224D2F,F,4.9,12,NA,56.12655793074365,X12b,D2,F,21203,Control,X12b_D2_F_Control,2.81291335664286,7.1,45,224_D2_F,61.15245,24.97413,3.0767100000000003,12.52842,4.5516000000000005,3.3623400000000006,0.28750000000000014,0,1.14012,0.42264,1.16109
224,X12bP224D7F,F,4.9,12,NA,56.12655793074365,X12b,D7,F,26452,Control,X12b_D7_F_Control,4.74036268949424,7.1,45,224_D7_F,71.59449000000001,19.98513,3.94146,8.31261,5.06103,4.46619,0.80332,0,1.48122,2.02167,11.996760000000002
226,X12bP226D0F,NA,5.9,10.65,NA,36.842127615038365,X12b,D0,F,30013,Bglu,X12b_D0_F_Bglu,0,4.75,46,226_D0_F,64.81656000000001,29.29656,3.48996,17.09019,4.21368,5.64234,1.34632,0,0.99366,0.9237899999999999,0.51291
226,X12bP226D0Q,NA,5.9,10.65,NA,36.842127615038365,X12b,D0,Q,23667,Bglu,X12b_D0_Q_Bglu,0,4.75,46,226_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,X12bP226D14F,NA,5.9,10.65,NA,36.842127615038365,X12b,D14,F,19811,Bglu,X12b_D14_F_Bglu,1.69897000433602,4.75,46,226_D14_F,79.77126000000001,39.91509,4.10262,19.67868,5.99916,9.33597,3.50764,0,1.56324,1.5577800000000002,0
226,X12bP226D21C,NA,5.9,10.65,NA,36.842127615038365,X12b,D21,C,26471,Bglu,X12b_D21_C_Bglu,0,4.75,46,226_D21_C,85.19139,50.391149999999996,0.46787999999999996,20.68785,0.44772,6.051959999999999,0.72468,0.23397,0.17487,0.6252300000000001,0
226,X12bP226D21F,NA,5.9,10.65,NA,36.842127615038365,X12b,D21,F,29803,Bglu,X12b_D21_F_Bglu,1.69897000433602,4.75,46,226_D21_F,53.95458,17.513939999999998,2.73459,10.11552,4.3373100000000004,3.99528,0.90544,0,1.14951,2.34516,14.00883
226,X12bP226D2F,NA,5.9,10.65,NA,36.842127615038365,X12b,D2,F,27932,Bglu,X12b_D2_F_Bglu,1.69897000433602,4.75,46,226_D2_F,93.0219,37.85562,5.61237,25.944480000000002,8.2989,8.839649999999999,2.7307300000000003,0,1.97763,2.07522,1.64163
226,X12bP226D7F,NA,5.9,10.65,NA,36.842127615038365,X12b,D7,F,19189,Bglu,X12b_D7_F_Bglu,2.17609125905568,4.75,46,226_D7_F,91.13391,41.72058,5.35497,16.6662,7.422750000000001,9.40992,2.45539,0,1.86111,3.02454,6.42189
228,X12bP228D0F,F,7,13.75,NA,46.28770271633908,X12b,D0,F,20943,Bglu,X12b_D0_F_Bglu,0,6.75,46,228_D0_F,81.10443000000001,30.91044,3.95907,14.75535,4.306559999999999,5.51178,0.9204999999999999,0,1.11117,2.16387,7.12422
228,X12bP228D0Q,F,7,13.75,NA,46.28770271633908,X12b,D0,Q,11021,Bglu,X12b_D0_Q_Bglu,0,6.75,46,228_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,X12bP228D14F,F,7,13.75,NA,46.28770271633908,X12b,D14,F,27019,Bglu,X12b_D14_F_Bglu,2,6.75,46,228_D14_F,74.94126000000001,27.489179999999998,3.62646,13.30068,5.39376,5.61519,1.72633,0,1.35783,1.3302,0.44409
228,X12bP228D21C,F,7,13.75,NA,46.28770271633908,X12b,D21,C,26300,Bglu,X12b_D21_C_Bglu,2,6.75,46,228_D21_C,85.33926,46.69725,0.31572,27.00114,0.28803,8.79783,0.58155,0.31269,0.19319999999999998,0.6339899999999999,1.06698
228,X12bP228D21F,F,7,13.75,NA,46.28770271633908,X12b,D21,F,24253,Bglu,X12b_D21_F_Bglu,1.69897000433602,6.75,46,228_D21_F,73.19901,24.87306,3.48165,17.20299,5.24382,6.10467,1.89493,0,1.45098,3.2046900000000003,20.384909999999998
228,X12bP228D2F,F,7,13.75,NA,46.28770271633908,X12b,D2,F,20503,Bglu,X12b_D2_F_Bglu,2.97772360528885,6.75,46,228_D2_F,47.65392,21.76491,2.36352,11.54469,1.89159,4.698029999999999,0.6349899999999999,0,0.57423,1.60968,2.0110799999999998
228,X12bP228D7F,F,7,13.75,NA,46.28770271633908,X12b,D7,F,30826,Bglu,X12b_D7_F_Bglu,2.65321251377534,6.75,46,228_D7_F,79.21761000000001,35.57694,3.483,10.279020000000001,4.2664800000000005,5.56161,0.70987,0,1.21983,1.81899,2.66538
22,X12bP22D0F,M,6.45,12.3,NA,43.086610056368265,X12b,D0,F,30723,RCS,X12b_D0_F_RCS,0,5.8500000000000005,5,22_D0_F,61.366620000000005,21.99378,2.09748,13.131810000000002,2.1930300000000003,4.75599,1.99003,0,0.53616,1.4158499999999998,5.3562
22,X12bP22D0Q,M,6.45,12.3,NA,43.086610056368265,X12b,D0,Q,15987,RCS,X12b_D0_Q_RCS,0,5.8500000000000005,5,22_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,X12bP22D14F,M,6.45,12.3,NA,43.086610056368265,X12b,D14,F,23706,RCS,X12b_D14_F_RCS,1.69897000433602,5.8500000000000005,5,22_D14_F,97.63698000000001,37.286609999999996,2.59896,21.348660000000002,3.10635,10.21287,3.16507,0,0.7996800000000001,1.9224299999999999,2.0754
22,X12bP22D21C,M,6.45,12.3,NA,43.086610056368265,X12b,D21,C,27092,RCS,X12b_D21_C_RCS,1.60205999132796,5.8500000000000005,5,22_D21_C,76.26456,35.884769999999996,0.24042000000000002,31.682850000000002,0,9.448139999999999,0.76296,0.23922000000000002,0.25524,0.90819,12.164670000000001
22,X12bP22D21F,M,6.45,12.3,NA,43.086610056368265,X12b,D21,F,32254,RCS,X12b_D21_F_RCS,2,5.8500000000000005,5,22_D21_F,88.50231000000001,31.713449999999998,3.49398,21.03087,5.0415600000000005,8.87034,2.47351,0.34683,1.33986,2.8479900000000002,21.70776
22,X12bP22D2F,M,6.45,12.3,NA,43.086610056368265,X12b,D2,F,36071,RCS,X12b_D2_F_RCS,4,5.8500000000000005,5,22_D2_F,92.93484000000001,37.43313,3.3854100000000003,19.315920000000002,4.1931899999999995,8.700569999999999,2.58136,0,1.1154899999999999,1.77534,2.09394
22,X12bP22D7F,M,6.45,12.3,NA,43.086610056368265,X12b,D7,F,27755,RCS,X12b_D7_F_RCS,1.69897000433602,5.8500000000000005,5,22_D7_F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,X12bP237D0F,NA,5.75,16,NA,32.58661005636826,X12b,D0,F,19275,Bglu,X12b_D0_F_Bglu,0,10.25,48,237_D0_F,80.26539000000001,34.23039,2.27283,13.559460000000001,1.7151,4.9188,0.2107900000000001,0,0.51666,1.88079,0.66435
237,X12bP237D14F,NA,5.75,16,NA,32.58661005636826,X12b,D14,F,32280,Bglu,X12b_D14_F_Bglu,1.69897000433602,10.25,48,237_D14_F,105.09876000000001,46.27872,5.71164,34.682339999999996,8.551919999999999,7.646100000000001,0.7131400000000001,0,2.19324,1.93803,1.28799
237,X12bP237D21F,NA,5.75,16,NA,32.58661005636826,X12b,D21,F,19156,Bglu,X12b_D21_F_Bglu,0,10.25,48,237_D21_F,91.28136,35.07855,3.58101,21.27252,4.81989,3.49017,0.050319999999999976,0,1.40469,1.2645,21.25677
237,X12bP237D2F,NA,5.75,16,NA,32.58661005636826,X12b,D2,F,25209,Bglu,X12b_D2_F_Bglu,3,10.25,48,237_D2_F,68.02350000000001,29.89011,2.51343,14.829839999999999,1.90083,4.02234,0.38998000000000005,0,0.6192300000000001,1.4139,1.34367
237,X12bP237D7F,NA,5.75,16,NA,32.58661005636826,X12b,D7,F,22103,Bglu,X12b_D7_F_Bglu,1.69897000433602,10.25,48,237_D7_F,78.21543000000001,28.859070000000003,2.49774,13.656360000000001,2.53659,4.1688600000000005,0.27475,0.32772,0.74226,3.6142199999999995,17.45892
240,X12bP240D0F,M,8.9,15.05,NA,42.34664271313419,X12b,D0,F,21424,Bglu,X12b_D0_F_Bglu,0,6.15,48,240_D0_F,68.32842000000001,29.38629,4.97838,16.006349999999998,8.73105,8.765699999999999,3.26056,0,2.19105,1.6675200000000001,0
240,X12bP240D0Q,M,8.9,15.05,NA,42.34664271313419,X12b,D0,Q,18684,Bglu,X12b_D0_Q_Bglu,0,6.15,48,240_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,X12bP240D14F,M,8.9,15.05,NA,42.34664271313419,X12b,D14,F,24576,Bglu,X12b_D14_F_Bglu,1.69897000433602,6.15,48,240_D14_F,99.11502,41.631119999999996,3.8952,23.21553,6.87246,8.76861,3.1174599999999995,0,1.85412,2.9688,0.32655
240,X12bP240D21C,M,8.9,15.05,NA,42.34664271313419,X12b,D21,C,19310,Bglu,X12b_D21_C_Bglu,0,6.15,48,240_D21_C,89.96244,43.8297,0.50295,25.81809,0.58098,4.54491,0.74517,0.34629,0.30456,1.22487,1.42482
240,X12bP240D21F,M,8.9,15.05,NA,42.34664271313419,X12b,D21,F,19030,Bglu,X12b_D21_F_Bglu,0,6.15,48,240_D21_F,90.96729,36.40692,4.68474,27.39204,7.94922,10.12095,3.7731999999999992,0,2.07126,2.21619,2.7183
240,X12bP240D2F,M,8.9,15.05,NA,42.34664271313419,X12b,D2,F,27441,Bglu,X12b_D2_F_Bglu,1.69897000433602,6.15,48,240_D2_F,59.239110000000004,24.88917,4.30365,13.59018,7.603350000000001,7.21326,2.45623,0,1.91241,0.5383199999999999,0.5094000000000001
244,X12bP244D0F,F,6.75,15.9,NA,49.521825181113606,X12b,D0,F,41396,RPS,X12b_D0_F_RPS,0,9.15,49,244_D0_F,66.01962,26.06247,3.3994500000000003,8.638169999999999,3.9457199999999997,4.46286,0.8831799999999999,0.31389,1.02864,1.9846499999999998,0.6433800000000001
244,X12bP244D0Q,F,6.75,15.9,NA,49.521825181113606,X12b,D0,Q,18624,RPS,X12b_D0_Q_RPS,0,9.15,49,244_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,X12bP244D14F,F,6.75,15.9,NA,49.521825181113606,X12b,D14,F,31571,RPS,X12b_D14_F_RPS,2.65321251377534,9.15,49,244_D14_F,84.71379,36.21996,3.8674800000000005,17.031390000000002,5.016360000000001,6.858509999999999,2.43889,0,1.27779,1.0299900000000002,1.6335
244,X12bP244D21C,F,6.75,15.9,NA,49.521825181113606,X12b,D21,C,34429,RPS,X12b_D21_C_RPS,2.25527250510331,9.15,49,244_D21_C,83.47251,41.962019999999995,0.57555,14.92482,0.45222000000000007,2.95992,0.56292,0.21744000000000002,0.18195,0.39216,3.2244
244,X12bP244D21F,F,6.75,15.9,NA,49.521825181113606,X12b,D21,F,24410,RPS,X12b_D21_F_RPS,1.69897000433602,9.15,49,244_D21_F,99.92400000000002,38.744429999999994,4.705830000000001,26.532600000000002,5.86293,6.9213000000000005,3.07306,0,1.60179,2.95176,18.102510000000002
244,X12bP244D21X,F,6.75,15.9,NA,49.521825181113606,X12b,D21,X,22422,RPS,X12b_D21_X_RPS,0,9.15,49,244_D21_X,83.47251,41.962019999999995,0.57555,14.92482,0.45222000000000007,2.95992,0.56292,0.21744000000000002,0.18195,0.39216,3.2244
244,X12bP244D2F,F,6.75,15.9,NA,49.521825181113606,X12b,D2,F,16811,RPS,X12b_D2_F_RPS,1.69897000433602,9.15,49,244_D2_F,72.52653000000001,31.507529999999996,2.98104,8.77608,3.2905500000000005,6.10305,1.33732,0.26249999999999996,0.82839,1.9113,2.73924
244,X12bP244D7F,F,6.75,15.9,NA,49.521825181113606,X12b,D7,F,30540,RPS,X12b_D7_F_RPS,3.17609125905568,9.15,49,244_D7_F,99.98457,42.28776,4.69053,21.07056,7.14894,9.790140000000001,3.4776099999999994,0,1.91904,3.5934600000000003,8.19372
253,X12bP253D0F,F,7.45,14.55,NA,42.785580060704284,X12b,D0,F,30656,Bglu,X12b_D0_F_Bglu,0,7.1000000000000005,51,253_D0_F,66.70056000000001,33.24156,1.43766,18.55845,1.35234,6.330120000000001,0.7650399999999999,0,0.36285,1.39734,0.5250600000000001
253,X12bP253D0Q,F,7.45,14.55,NA,42.785580060704284,X12b,D0,Q,17050,Bglu,X12b_D0_Q_Bglu,0,7.1000000000000005,51,253_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,X12bP253D21C,F,7.45,14.55,NA,42.785580060704284,X12b,D21,C,26864,Bglu,X12b_D21_C_Bglu,0,7.1000000000000005,51,253_D21_C,101.5854,49.208189999999995,0.43887,31.411530000000003,0.4437,6.625109999999999,0.78228,0.29991,0.19224,0.8916299999999999,1.0708199999999999
253,X12bP253D21F,F,7.45,14.55,NA,42.785580060704284,X12b,D21,F,37814,Bglu,X12b_D21_F_Bglu,1.69897000433602,7.1000000000000005,51,253_D21_F,60.82122,24.5439,2.39559,11.947289999999999,2.57313,5.15463,1.0687000000000002,0,0.74352,4.40394,32.48739
253,X12bP253D2F,F,7.45,14.55,NA,42.785580060704284,X12b,D2,F,25884,Bglu,X12b_D2_F_Bglu,3.69897000433602,7.1000000000000005,51,253_D2_F,59.82195,30.629730000000002,1.9589699999999999,16.908179999999998,1.57578,8.29182,0.49272999999999995,0,0.48075,1.9884,1.8684
253,X12bP253D7F,F,7.45,14.55,NA,42.785580060704284,X12b,D7,F,21550,Bglu,X12b_D7_F_Bglu,2,7.1000000000000005,51,253_D7_F,64.92525,40.31178,1.77933,11.447700000000001,1.15032,8.37264,0.6449799999999999,0,0.43587,1.97505,3.47058
265,X12bP265D0F,F,7.6,14.65,NA,56.065656991381104,X12b,D0,F,22409,ZnCu,X12b_D0_F_ZnCu,0,7.050000000000001,53,265_D0_F,82.18323000000001,39.35418,4.31685,19.7883,5.63025,7.59318,1.91662,0,1.42542,1.33929,1.45275
265,X12bP265D0Q,F,7.6,14.65,NA,56.065656991381104,X12b,D0,Q,21788,ZnCu,X12b_D0_Q_ZnCu,0,7.050000000000001,53,265_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,X12bP265D14F,F,7.6,14.65,NA,56.065656991381104,X12b,D14,F,20658,ZnCu,X12b_D14_F_ZnCu,3,7.050000000000001,53,265_D14_F,98.20923,45.04494,4.64409,26.58291,6.35868,8.84724,2.5572099999999995,0,1.6010400000000002,1.8521999999999998,0.39984000000000003
265,X12bP265D21C,F,7.6,14.65,NA,56.065656991381104,X12b,D21,C,28355,ZnCu,X12b_D21_C_ZnCu,2.55630250076729,7.050000000000001,53,265_D21_C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,X12bP265D21F,F,7.6,14.65,NA,56.065656991381104,X12b,D21,F,26351,ZnCu,X12b_D21_F_ZnCu,2.39794000867204,7.050000000000001,53,265_D21_F,81.12582,28.116329999999998,3.27384,16.41828,4.5182400000000005,6.553230000000001,1.2805900000000001,0,1.0886399999999998,2.86299,31.134330000000002
265,X12bP265D2F,F,7.6,14.65,NA,56.065656991381104,X12b,D2,F,25506,ZnCu,X12b_D2_F_ZnCu,2.17609125905568,7.050000000000001,53,265_D2_F,61.43726999999999,29.28705,3.9023699999999995,17.72109,4.66239,6.62373,1.83109,0,1.18254,0.27348,0
265,X12bP265D7F,F,7.6,14.65,NA,56.065656991381104,X12b,D7,F,35785,ZnCu,X12b_D7_F_ZnCu,3.17609125905568,7.050000000000001,53,265_D7_F,74.66181,44.98995,2.95986,11.87799,3.4397399999999996,9.577200000000001,1.07617,0,0.91356,2.7103800000000002,3.6364799999999997
26,X12bP26D0F,M,5.4,11.05,NA,35.03300507154433,X12b,D0,F,18388,Acid,X12b_D0_F_Acid,0,5.65,6,26_D0_F,65.23668,23.71512,2.89116,17.93949,2.667,2.35815,0.44259999999999994,0,0.7742100000000001,0.50796,1.2000899999999999
26,X12bP26D0Q,M,5.4,11.05,NA,35.03300507154433,X12b,D0,Q,45414,Acid,X12b_D0_Q_Acid,0,5.65,6,26_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,X12bP26D14F,M,5.4,11.05,NA,35.03300507154433,X12b,D14,F,30268,Acid,X12b_D14_F_Acid,1.69897000433602,5.65,6,26_D14_F,100.30212,35.95029,5.22966,31.464299999999998,8.21898,9.55443,2.29669,0,2.18253,1.51332,0
26,X12bP26D21C,M,5.4,11.05,NA,35.03300507154433,X12b,D21,C,34463,Acid,X12b_D21_C_Acid,2.07918124604762,5.65,6,26_D21_C,91.33215,48.36816,0.6229199999999999,20.72565,0.5410200000000001,3.0130500000000002,0.43809,0.22098,0.2676,0.8005200000000001,0.9888899999999999
26,X12bP26D21F,M,5.4,11.05,NA,35.03300507154433,X12b,D21,F,31431,Acid,X12b_D21_F_Acid,2,5.65,6,26_D21_F,99.52119,51.28857,4.23762,32.099729999999994,6.83034,7.912559999999999,1.85365,0,1.94103,1.58127,0.69927
26,X12bP26D2F,M,5.4,11.05,NA,35.03300507154433,X12b,D2,F,22813,Acid,X12b_D2_F_Acid,1.69897000433602,5.65,6,26_D2_F,83.71452000000001,35.89032,5.6580900000000005,38.39823,7.814640000000001,9.606959999999999,3.2254,0,1.9748100000000002,1.03905,1.17093
26,X12bP26D7F,M,5.4,11.05,NA,35.03300507154433,X12b,D7,F,21118,Acid,X12b_D7_F_Acid,1.69897000433602,5.65,6,26_D7_F,82.7013,33.38055,5.11479,23.50482,5.99562,7.81626,2.19631,0,1.61355,2.01258,10.061129999999999
237,X12bP273D21C,NA,5.75,16,NA,32.58661005636826,X12b,D21,C,23976,Bglu,X12b_D21_C_Bglu,2.38021124171161,10.25,48,237_D21_C,98.80958999999999,42.86265,0.66567,17.19471,0.57906,1.45032,0.45714,0.45453,0.12675,0.33626999999999996,0.8963999999999999
295,X12bP295D0F,M,7.35,19.4,NA,42.83957629636828,X12b,D0,F,26845,ZnCu,X12b_D0_F_ZnCu,0,12.049999999999999,59,295_D0_F,63.168569999999995,21.01071,2.98191,10.66968,2.81385,2.8445400000000003,0.5099800000000001,0,0.77136,0.57789,0.97149
295,X12bP295D0Q,M,7.35,19.4,NA,42.83957629636828,X12b,D0,Q,21896,ZnCu,X12b_D0_Q_ZnCu,0,12.049999999999999,59,295_D0_Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,X12bP295D14F,M,7.35,19.4,NA,42.83957629636828,X12b,D14,F,19750,ZnCu,X12b_D14_F_ZnCu,1.69897000433602,12.049999999999999,59,295_D14_F,82.53831000000001,42.6423,4.79895,31.57209,6.374699999999999,10.4169,2.8185100000000003,0,1.65618,1.67544,0.53442
295,X12bP295D21C,M,7.35,19.4,NA,42.83957629636828,X12b,D21,C,34219,ZnCu,X12b_D21_C_ZnCu,2.34242268082221,12.049999999999999,59,295_D21_C,84.06252,31.7136,0,21.595019999999998,0.19722,5.52675,0.66042,0.6557999999999999,0.1482,0.43250999999999995,1.5806999999999998
295,X12bP295D21F,M,7.35,19.4,NA,42.83957629636828,X12b,D21,F,22291,ZnCu,X12b_D21_F_ZnCu,3.23044892137827,12.049999999999999,59,295_D21_F,62.78549999999999,17.90682,2.5191600000000003,11.29881,2.93169,3.6245700000000003,0.79264,0,0.8734799999999999,3.2007899999999996,18.36597
295,X12bP295D2F,M,7.35,19.4,NA,42.83957629636828,X12b,D2,F,27972,ZnCu,X12b_D2_F_ZnCu,2.69897000433602,12.049999999999999,59,295_D2_F,58.42104,24.128190000000004,3.13053,12.381149999999998,2.82036,3.75096,0.5765199999999999,0,0.86928,0.60885,0.9611099999999999
295,X12bP295D7F,M,7.35,19.4,NA,42.83957629636828,X12b,D7,F,26175,ZnCu,X12b_D7_F_ZnCu,1.69897000433602,12.049999999999999,59,295_D7_F,78.0387,35.62968,4.13433,20.2371,4.8472800000000005,6.79626,1.82035,0,1.32687,1.58556,5.33247
