pignum,time,treatment,set,formate,acetate,propionate,isobutyrate,butyrate,isovalerate,valerate,caproate,oxalate,phenylacetate,succinate,fumarate,lactate,total
138,0,RCS,0_RCS,1.50456,74.37918,30.10884,3.76335,17.24904,4.0331399999999995,5.202450000000001,0.8766699999999998,0,1.14486,0.7051799999999999,0.20796000000000003,0.6488700000000001,139.82410000000002
175,0,RCS,0_RCS,1.85847,71.38296000000001,28.68297,3.9050399999999996,15.628440000000001,4.7118,5.051069999999999,1.65952,0,1.24566,1.21314,0.23564999999999997,0.5382,136.11292
198,0,RCS,0_RCS,2.60631,68.01228,20.40081,2.1667199999999998,12.899550000000001,1.9745700000000002,2.0418,0.35701,0,0.60573,0.9721500000000001,0.19197000000000003,0.49859999999999993,112.7275
397,0,RCS,0_RCS,1.49295,51.085049999999995,23.856,2.8872299999999997,11.7696,3.4791,4.55514,1.1641599999999999,0,0.88602,0.7479600000000001,0,0,101.92321
453,0,RCS,0_RCS,1.7271300000000003,64.63593,25.99281,2.4510300000000003,11.72169,2.60187,3.57024,1.07233,0,0.6966,1.9434,0.2223,6.68448,123.31981
469,0,RCS,0_RCS,1.8489300000000002,90.77682000000001,41.64099,2.90745,23.847810000000003,3.14985,6.3958200000000005,1.8739,0,0.78519,1.7659799999999999,0,1.76001,176.75275000000002
6,0,Bglu,0_Bglu,0,68.45259,31.26123,1.47045,14.746590000000001,1.23189,4.13532,0.67204,0,0.35205,1.2339,0,1.18008,124.73614
144,0,Bglu,0_Bglu,1.3892099999999998,72.94407000000001,28.442370000000004,4.63389,17.66523,6.63411,4.8807599999999995,1.6580500000000002,0,1.72542,1.18029,0.25400999999999996,0.99765,142.40506000000002
228,0,Bglu,0_Bglu,1.26834,81.10443000000001,30.91044,3.95907,14.75535,4.306559999999999,5.51178,0.9204999999999999,0,1.11117,2.16387,0.20544,7.12422,153.34117
240,0,Bglu,0_Bglu,1.33761,68.32842000000001,29.38629,4.97838,16.006349999999998,8.73105,8.765699999999999,3.26056,0,2.19105,1.6675200000000001,0.31914,0,144.97207
253,0,Bglu,0_Bglu,2.02608,66.70056000000001,33.24156,1.43766,18.55845,1.35234,6.330120000000001,0.7650399999999999,0,0.36285,1.39734,0.17583000000000001,0.5250600000000001,132.87289
461,0,Bglu,0_Bglu,0,57.882,29.113260000000004,3.50652,13.612289999999998,4.45812,5.76609,1.15021,0,1.15977,1.77372,0.28224,1.5516,120.25582
8,0,Bglu,0_Bglu,1.7273399999999999,48.73527,19.70682,3.2178899999999997,9.6516,4.89642,5.49249,2.13001,0,1.26681,0.40854,0.1875,0.33522,97.75591
141,0,Bglu,0_Bglu,1.39764,64.53024,23.18586,2.45592,14.77647,2.1093900000000003,3.94764,0.23425,0,0.60171,3.2397,0,8.14986,124.62868
226,0,Bglu,0_Bglu,2.1079499999999998,64.81656000000001,29.29656,3.48996,17.09019,4.21368,5.64234,1.34632,0,0.99366,0.9237899999999999,0.29142,0.51291,130.72534000000002
237,0,Bglu,0_Bglu,0,80.26539000000001,34.23039,2.27283,13.559460000000001,1.7151,4.9188,0.2107900000000001,0,0.51666,1.88079,0,0.66435,140.23456000000002
126,0,Acid,0_Acid,0,65.14107,25.72824,2.53983,13.954920000000001,2.7432299999999996,3.96978,1.4599600000000001,0,0.73095,0.61431,0.18105,1.84368,118.90702
361,0,Acid,0_Acid,1.8001800000000001,72.55419,12.740669999999998,0.9871800000000001,2.23902,0.86589,0.49065000000000003,0,0,0.31593,0.54876,0,0.51612,93.05859000000001
50,0,RPS,0_RPS,2.06943,91.0197,40.416180000000004,6.23424,25.151040000000002,9.43695,7.774830000000001,1.97086,0,2.33043,0.55776,0,0.54156,187.50298
77,2,control,2_control,1.64094,52.070609999999995,22.29792,3.14808,12.67692,3.2982899999999997,3.02412,0.78355,0,0.9115500000000001,1.27437,0,0.6885,101.81484999999999
87,2,control,2_control,1.0519500000000002,50.98575,23.351190000000003,4.40493,14.02239,6.13317,6.1184400000000005,0.54619,0,1.57311,0.97527,0.17199,1.85493,111.18931
122,2,control,2_control,1.33998,64.32504000000002,30.72297,3.47004,14.08707,4.0044,6.53484,0.07602999999999999,0,1.35507,1.01232,0.19755,0.6693,127.79461000000002
160,2,control,2_control,1.89249,47.25894,23.30637,3.4673999999999996,10.64019,4.49781,4.18905,0.9520900000000001,0,1.13226,0.31578,0.16614,1.2862500000000001,99.10477
191,2,control,2_control,1.63923,73.38774000000001,31.8189,3.4268099999999997,15.22035,3.8377499999999998,6.12279,1.0543299999999998,0,1.05813,0.44904,0.20742,0.45099,138.67348
224,2,control,2_control,1.5937799999999998,61.15245,24.97413,3.0767100000000003,12.52842,4.5516000000000005,3.3623400000000006,0.28750000000000014,0,1.14012,0.42264,0,1.16109,114.25078
337,2,control,2_control,1.8822900000000002,52.739909999999995,29.3478,2.64834,13.436879999999999,2.11968,4.45899,0.21853000000000006,0,0.57498,0.68217,0.19608,1.33983,109.64547999999999
345,2,control,2_control,1.81386,60.18129,34.04067,1.75593,11.96157,1.43376,5.4448799999999995,0.4615000000000001,0,0.43982999999999994,0.6256200000000001,0.29172,0.44184,118.89246999999999
419,2,control,2_control,1.9122,92.36055,45.70677,5.78892,24.898740000000004,7.85523,10.90536,2.8890700000000002,0,1.8628799999999999,1.4511,0.31542,1.6695,197.61574000000002
458,2,control,2_control,2.133,68.985,23.484630000000003,2.33793,9.857099999999999,2.35617,2.23665,0.46923999999999993,0,0.75264,1.4554200000000002,0,2.93562,117.0034
50,2,RPS,2_RPS,1.67442,75.13587000000001,36.88344,4.91448,29.36967,7.73898,11.35332,2.50123,0,1.8975,1.1595300000000002,0.21855,1.80864,174.65563
93,2,RPS,2_RPS,3.02388,71.715,35.33688,2.74314,19.29261,3.90804,8.77023,1.17211,0,1.0716,2.1756599999999997,0.25827,0.5916600000000001,150.05908
97,2,RPS,2_RPS,1.40961,81.22458,50.33241,2.7678,15.3822,3.2211299999999996,14.73789,1.7210200000000002,0,0.9006299999999999,1.16112,0.34359,2.42016,175.62214
244,2,RPS,2_RPS,1.7891400000000002,72.52653000000001,31.507529999999996,2.98104,8.77608,3.2905500000000005,6.10305,1.33732,0.26249999999999996,0.82839,1.9113,0.3342,2.73924,134.38687000000002
321,2,RPS,2_RPS,1.04952,72.20715,43.44894,3.41883,17.549100000000003,4.58877,12.108329999999999,2.8786000000000005,0,1.1713200000000001,0.5205299999999999,0.26595,3.34155,162.54859
355,2,RPS,2_RPS,1.99017,58.05681,23.1276,2.6277600000000003,7.3890899999999995,2.6570400000000003,3.7268999999999997,0.30121000000000003,0,0.69852,1.5097200000000002,0.27764999999999995,2.11938,104.48185
373,2,RPS,2_RPS,2.23473,85.28136,48.41759999999999,2.33991,24.836759999999998,2.32923,15.89427,1.8712299999999997,0,0.70035,1.31667,0,0.42167999999999994,185.64379
392,2,RPS,2_RPS,1.27746,84.24669000000002,23.45433,3.47508,16.31763,4.4927399999999995,6.10965,2.01943,0,1.22052,2.4254100000000003,0.28781999999999996,5.61309,150.93985
26,2,Acid,2_Acid,1.54638,83.71452000000001,35.89032,5.6580900000000005,38.39823,7.814640000000001,9.606959999999999,3.2254,0,1.9748100000000002,1.03905,0.38634,1.17093,190.42567
52,2,Acid,2_Acid,1.74207,53.80119,31.88241,2.2353300000000003,9.57642,1.60485,6.23466,0.34024000000000004,0,0.4008,0.58638,0.17835,1.01022,109.59291999999999
152,2,Acid,2_Acid,0,58.16931,22.10796,2.28132,12.186119999999999,2.90943,2.6745900000000002,0.0011200000000000654,0.68943,0.9354,0.76695,0.25761,0,102.97924
