pignum,time,treatment,set,formate,acetate,propionate,isobutyrate,butyrate,isovalerate,valerate,caproate,oxalate,phenylacetate,succinate,fumarate,lactate,total
211,0,Acid,0_Acid,1.95522,71.00067000000001,34.5759,4.0545,16.113329999999998,5.39589,7.448040000000001,1.41187,0,1.25922,0.8869500000000001,0.19575,0.5151600000000001,144.8125
348,0,Acid,0_Acid,0,49.181670000000004,22.77582,2.70822,11.39538,3.7342199999999997,3.1466700000000003,0,0,0.93225,0.97296,0.21444000000000002,0,95.06163000000001
378,0,Acid,0_Acid,1.8918599999999999,82.37949,50.06694,4.49169,30.277950000000004,6.3978,12.71409,3.47554,0,1.56819,1.39659,0.17922,0.33567,195.17503000000002
426,0,Acid,0_Acid,2.38596,77.85090000000001,38.017649999999996,3.20154,20.60472,3.8448,6.7248,1.33543,0,0.99423,1.15629,0.17277,0,156.28909000000002
74,0,Zn+Cu,0_Zn+Cu,1.43676,72.72012000000001,33.17523,5.09994,21.63843,6.8672699999999995,5.03991,1.52053,0,1.72746,1.17651,0,0.82728,151.22944
83,0,Zn+Cu,0_Zn+Cu,1.01478,39.729839999999996,21.42591,3.30009,10.29237,4.4109300000000005,4.233779999999999,0.26254000000000005,0,1.1875200000000001,0.85677,0.17643,0,86.89095999999999
219,0,Zn+Cu,0_Zn+Cu,1.40061,64.866,30.964740000000003,2.43555,22.91169,2.15985,6.67971,0.34138000000000007,0,0.5517299999999999,1.00431,0.18669,0.82782,134.33008
265,0,Zn+Cu,0_Zn+Cu,1.14963,82.18323000000001,39.35418,4.31685,19.7883,5.63025,7.59318,1.91662,0,1.42542,1.33929,0.2727,1.45275,166.4224
295,0,Zn+Cu,0_Zn+Cu,1.58433,63.168569999999995,21.01071,2.98191,10.66968,2.81385,2.8445400000000003,0.5099800000000001,0,0.77136,0.57789,0.15684,0.97149,108.06115
326,0,Zn+Cu,0_Zn+Cu,0,59.59605,18.29085,3.05268,12.017790000000002,3.6936299999999997,2.8422,0.74716,0,0.98688,0.83388,0,1.37703,103.43815
422,0,Zn+Cu,0_Zn+Cu,1.7223000000000002,73.20636,29.316899999999997,3.3707700000000003,13.452929999999999,3.91737,4.43919,0.2836600000000001,0,1.0426799999999998,1.6821300000000001,0,2.1707099999999997,134.605
432,0,Zn+Cu,0_Zn+Cu,1.72176,72.10656000000002,30.690929999999998,3.6182700000000003,16.2738,4.58925,3.36981,1.1569,0,1.13577,1.22718,0.22281,1.94067,138.05371000000002
450,0,Zn+Cu,0_Zn+Cu,2.04072,74.99430000000001,30.25515,2.1969,14.15955,2.0068799999999998,4.04559,0.35923,0,0.5229900000000001,1.45293,0,4.7952,136.82944
472,0,Zn+Cu,0_Zn+Cu,3.1031400000000002,62.65932,27.30048,2.16648,11.62533,2.0967599999999997,2.77785,0.6323799999999999,0,0.5986199999999999,1.0814400000000002,0.22407000000000002,0.9157200000000001,115.18159
22,0,RCS,0_RCS,1.8239100000000001,61.366620000000005,21.99378,2.09748,13.131810000000002,2.1930300000000003,4.75599,1.99003,0,0.53616,1.4158499999999998,0.19896000000000003,5.3562,116.85982000000001
43,0,RCS,0_RCS,2.22399,77.49774000000001,33.09534,3.6926099999999997,19.818450000000002,4.55949,7.023390000000001,2.14225,0,1.1419199999999998,0.8731200000000001,0.23241,1.77717,154.07788000000002
65,0,RCS,0_RCS,0,63.572700000000005,23.88957,2.99943,13.78278,3.3533999999999997,5.17638,1.22986,0,0.8768099999999999,0.53826,0.23310000000000003,0.64374,116.29603
119,0,RCS,0_RCS,1.13025,52.84725,18.35142,2.7879899999999997,12.264690000000002,3.5187,3.9702900000000003,1.4398900000000001,0,0.97611,0.44139000000000006,0,0.70773,98.43571
