sample_ID	env_medium	filename_1	filename_2	title
X12bP253D21C	cecal contents	X12bP253D21C_R1.fq.gz	X12bP253D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP273D21C	cecal contents	X12bP273D21C_R1.fq.gz	X12bP273D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP461D21C	cecal contents	X12bP461D21C_R1.fq.gz	X12bP461D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP6D21C	cecal contents	X12bP6D21C_R1.fq.gz	X12bP6D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP8D21C	cecal contents	X12bP8D21C_R1.fq.gz	X12bP8D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP122D21C	cecal contents	X12bP122D21C_R1.fq.gz	X12bP122D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP160D21C	cecal contents	X12bP160D21C_R1.fq.gz	X12bP160D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP191D21C	cecal contents	X12bP191D21C_R1.fq.gz	X12bP191D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP224D21C	cecal contents	X12bP224D21C_R1.fq.gz	X12bP224D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP337D21C	cecal contents	X12bP337D21C_R1.fq.gz	X12bP337D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP345D21C	cecal contents	X12bP345D21C_R1.fq.gz	X12bP345D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP419D21C	cecal contents	X12bP419D21C_R1.fq.gz	X12bP419D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP458D21C	cecal contents	X12bP458D21C_R1.fq.gz	X12bP458D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP77D21C	cecal contents	X12bP77D21C_R1.fq.gz	X12bP77D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP87D21C	cecal contents	X12bP87D21C_R1.fq.gz	X12bP87D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP119D21C	cecal contents	X12bP119D21C_R1.fq.gz	X12bP119D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP138D21C	cecal contents	X12bP138D21C_R1.fq.gz	X12bP138D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP175D21C	cecal contents	X12bP175D21C_R1.fq.gz	X12bP175D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP198D21C	cecal contents	X12bP198D21C_R1.fq.gz	X12bP198D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP22D21C	cecal contents	X12bP22D21C_R1.fq.gz	X12bP22D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP397D21C	cecal contents	X12bP397D21C_R1.fq.gz	X12bP397D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP43D21C	cecal contents	X12bP43D21C_R1.fq.gz	X12bP43D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP453D21C	cecal contents	X12bP453D21C_R1.fq.gz	X12bP453D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP469D21C	cecal contents	X12bP469D21C_R1.fq.gz	X12bP469D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP65D21C	cecal contents	X12bP65D21C_R1.fq.gz	X12bP65D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP181D21C	cecal contents	X12bP181D21C_R1.fq.gz	X12bP181D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP244D21C	cecal contents	X12bP244D21C_R1.fq.gz	X12bP244D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP321D21C	cecal contents	X12bP321D21C_R1.fq.gz	X12bP321D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP355D21C	cecal contents	X12bP355D21C_R1.fq.gz	X12bP355D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP373D21C	cecal contents	X12bP373D21C_R1.fq.gz	X12bP373D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP392D21C	cecal contents	X12bP392D21C_R1.fq.gz	X12bP392D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP50D21C	cecal contents	X12bP50D21C_R1.fq.gz	X12bP50D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP93D21C	cecal contents	X12bP93D21C_R1.fq.gz	X12bP93D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP97D21C	cecal contents	X12bP97D21C_R1.fq.gz	X12bP97D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP219D21C	cecal contents	X12bP219D21C_R1.fq.gz	X12bP219D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP265D21C	cecal contents	X12bP265D21C_R1.fq.gz	X12bP265D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP295D21C	cecal contents	X12bP295D21C_R1.fq.gz	X12bP295D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP326D21C	cecal contents	X12bP326D21C_R1.fq.gz	X12bP326D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP422D21C	cecal contents	X12bP422D21C_R1.fq.gz	X12bP422D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP432D21C	cecal contents	X12bP432D21C_R1.fq.gz	X12bP432D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP450D21C	cecal contents	X12bP450D21C_R1.fq.gz	X12bP450D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP472D21C	cecal contents	X12bP472D21C_R1.fq.gz	X12bP472D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP74D21C	cecal contents	X12bP74D21C_R1.fq.gz	X12bP74D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP83D21C	cecal contents	X12bP83D21C_R1.fq.gz	X12bP83D21C_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: cecal contents
X12bP126D0F	feces	X12bP126D0F_R1.fq.gz	X12bP126D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP152D0F	feces	X12bP152D0F_R1.fq.gz	X12bP152D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP178D0F	feces	X12bP178D0F_R1.fq.gz	X12bP178D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP211D0F	feces	X12bP211D0F_R1.fq.gz	X12bP211D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP26D0F	feces	X12bP26D0F_R1.fq.gz	X12bP26D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP348D0F	feces	X12bP348D0F_R1.fq.gz	X12bP348D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP361D0F	feces	X12bP361D0F_R1.fq.gz	X12bP361D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP378D0F	feces	X12bP378D0F_R1.fq.gz	X12bP378D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP426D0F	feces	X12bP426D0F_R1.fq.gz	X12bP426D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP52D0F	feces	X12bP52D0F_R1.fq.gz	X12bP52D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP141D0F	feces	X12bP141D0F_R1.fq.gz	X12bP141D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP144D0F	feces	X12bP144D0F_R1.fq.gz	X12bP144D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP226D0F	feces	X12bP226D0F_R1.fq.gz	X12bP226D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP228D0F	feces	X12bP228D0F_R1.fq.gz	X12bP228D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP237D0F	feces	X12bP237D0F_R1.fq.gz	X12bP237D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP240D0F	feces	X12bP240D0F_R1.fq.gz	X12bP240D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP253D0F	feces	X12bP253D0F_R1.fq.gz	X12bP253D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP461D0F	feces	X12bP461D0F_R1.fq.gz	X12bP461D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP6D0F	feces	X12bP6D0F_R1.fq.gz	X12bP6D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP8D0F	feces	X12bP8D0F_R1.fq.gz	X12bP8D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP122D0F	feces	X12bP122D0F_R1.fq.gz	X12bP122D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP160D0F	feces	X12bP160D0F_R1.fq.gz	X12bP160D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP191D0F	feces	X12bP191D0F_R1.fq.gz	X12bP191D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP224D0F	feces	X12bP224D0F_R1.fq.gz	X12bP224D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP337D0F	feces	X12bP337D0F_R1.fq.gz	X12bP337D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP345D0F	feces	X12bP345D0F_R1.fq.gz	X12bP345D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP419D0F	feces	X12bP419D0F_R1.fq.gz	X12bP419D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP458D0F	feces	X12bP458D0F_R1.fq.gz	X12bP458D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP77D0F	feces	X12bP77D0F_R1.fq.gz	X12bP77D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP87D0F	feces	X12bP87D0F_R1.fq.gz	X12bP87D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP119D0F	feces	X12bP119D0F_R1.fq.gz	X12bP119D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP138D0F	feces	X12bP138D0F_R1.fq.gz	X12bP138D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP175D0F	feces	X12bP175D0F_R1.fq.gz	X12bP175D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP198D0F	feces	X12bP198D0F_R1.fq.gz	X12bP198D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP22D0F	feces	X12bP22D0F_R1.fq.gz	X12bP22D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP397D0F	feces	X12bP397D0F_R1.fq.gz	X12bP397D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP43D0F	feces	X12bP43D0F_R1.fq.gz	X12bP43D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP453D0F	feces	X12bP453D0F_R1.fq.gz	X12bP453D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP469D0F	feces	X12bP469D0F_R1.fq.gz	X12bP469D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP65D0F	feces	X12bP65D0F_R1.fq.gz	X12bP65D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP181D0F	feces	X12bP181D0F_R1.fq.gz	X12bP181D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP244D0F	feces	X12bP244D0F_R1.fq.gz	X12bP244D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP321D0F	feces	X12bP321D0F_R1.fq.gz	X12bP321D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP355D0F	feces	X12bP355D0F_R1.fq.gz	X12bP355D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP373D0F	feces	X12bP373D0F_R1.fq.gz	X12bP373D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP392D0F	feces	X12bP392D0F_R1.fq.gz	X12bP392D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP93D0F	feces	X12bP93D0F_R1.fq.gz	X12bP93D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP97D0F	feces	X12bP97D0F_R1.fq.gz	X12bP97D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP219D0F	feces	X12bP219D0F_R1.fq.gz	X12bP219D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP265D0F	feces	X12bP265D0F_R1.fq.gz	X12bP265D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP295D0F	feces	X12bP295D0F_R1.fq.gz	X12bP295D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP326D0F	feces	X12bP326D0F_R1.fq.gz	X12bP326D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP422D0F	feces	X12bP422D0F_R1.fq.gz	X12bP422D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP432D0F	feces	X12bP432D0F_R1.fq.gz	X12bP432D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP450D0F	feces	X12bP450D0F_R1.fq.gz	X12bP450D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP472D0F	feces	X12bP472D0F_R1.fq.gz	X12bP472D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP74D0F	feces	X12bP74D0F_R1.fq.gz	X12bP74D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP83D0F	feces	X12bP83D0F_R1.fq.gz	X12bP83D0F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP126D14F	feces	X12bP126D14F_R1.fq.gz	X12bP126D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP152D14F	feces	X12bP152D14F_R1.fq.gz	X12bP152D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP178D14F	feces	X12bP178D14F_R1.fq.gz	X12bP178D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP26D14F	feces	X12bP26D14F_R1.fq.gz	X12bP26D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP348D14F	feces	X12bP348D14F_R1.fq.gz	X12bP348D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP361D14F	feces	X12bP361D14F_R1.fq.gz	X12bP361D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP378D14F	feces	X12bP378D14F_R1.fq.gz	X12bP378D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP426D14F	feces	X12bP426D14F_R1.fq.gz	X12bP426D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP52D14F	feces	X12bP52D14F_R1.fq.gz	X12bP52D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP141D14F	feces	X12bP141D14F_R1.fq.gz	X12bP141D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP144D14F	feces	X12bP144D14F_R1.fq.gz	X12bP144D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP226D14F	feces	X12bP226D14F_R1.fq.gz	X12bP226D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP228D14F	feces	X12bP228D14F_R1.fq.gz	X12bP228D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP237D14F	feces	X12bP237D14F_R1.fq.gz	X12bP237D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP240D14F	feces	X12bP240D14F_R1.fq.gz	X12bP240D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP461D14F	feces	X12bP461D14F_R1.fq.gz	X12bP461D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP6D14F	feces	X12bP6D14F_R1.fq.gz	X12bP6D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP8D14F	feces	X12bP8D14F_R1.fq.gz	X12bP8D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP122D14F	feces	X12bP122D14F_R1.fq.gz	X12bP122D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP160D14F	feces	X12bP160D14F_R1.fq.gz	X12bP160D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP191D14F	feces	X12bP191D14F_R1.fq.gz	X12bP191D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP224D14F	feces	X12bP224D14F_R1.fq.gz	X12bP224D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP337D14F	feces	X12bP337D14F_R1.fq.gz	X12bP337D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP345D14F	feces	X12bP345D14F_R1.fq.gz	X12bP345D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP419D14F	feces	X12bP419D14F_R1.fq.gz	X12bP419D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP458D14F	feces	X12bP458D14F_R1.fq.gz	X12bP458D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP77D14F	feces	X12bP77D14F_R1.fq.gz	X12bP77D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP87D14F	feces	X12bP87D14F_R1.fq.gz	X12bP87D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP119D14F	feces	X12bP119D14F_R1.fq.gz	X12bP119D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP138D14F	feces	X12bP138D14F_R1.fq.gz	X12bP138D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP175D14F	feces	X12bP175D14F_R1.fq.gz	X12bP175D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP198D14F	feces	X12bP198D14F_R1.fq.gz	X12bP198D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP22D14F	feces	X12bP22D14F_R1.fq.gz	X12bP22D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP397D14F	feces	X12bP397D14F_R1.fq.gz	X12bP397D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP43D14F	feces	X12bP43D14F_R1.fq.gz	X12bP43D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP453D14F	feces	X12bP453D14F_R1.fq.gz	X12bP453D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP469D14F	feces	X12bP469D14F_R1.fq.gz	X12bP469D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP65D14F	feces	X12bP65D14F_R1.fq.gz	X12bP65D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP181D14F	feces	X12bP181D14F_R1.fq.gz	X12bP181D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP244D14F	feces	X12bP244D14F_R1.fq.gz	X12bP244D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP321D14F	feces	X12bP321D14F_R1.fq.gz	X12bP321D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP355D14F	feces	X12bP355D14F_R1.fq.gz	X12bP355D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP373D14F	feces	X12bP373D14F_R1.fq.gz	X12bP373D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP392D14F	feces	X12bP392D14F_R1.fq.gz	X12bP392D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP50D14F	feces	X12bP50D14F_R1.fq.gz	X12bP50D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP93D14F	feces	X12bP93D14F_R1.fq.gz	X12bP93D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP97D14F	feces	X12bP97D14F_R1.fq.gz	X12bP97D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP219D14F	feces	X12bP219D14F_R1.fq.gz	X12bP219D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP265D14F	feces	X12bP265D14F_R1.fq.gz	X12bP265D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP295D14F	feces	X12bP295D14F_R1.fq.gz	X12bP295D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP326D14F	feces	X12bP326D14F_R1.fq.gz	X12bP326D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP422D14F	feces	X12bP422D14F_R1.fq.gz	X12bP422D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP432D14F	feces	X12bP432D14F_R1.fq.gz	X12bP432D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP450D14F	feces	X12bP450D14F_R1.fq.gz	X12bP450D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP472D14F	feces	X12bP472D14F_R1.fq.gz	X12bP472D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP74D14F	feces	X12bP74D14F_R1.fq.gz	X12bP74D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP83D14F	feces	X12bP83D14F_R1.fq.gz	X12bP83D14F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP1261D2F	feces	X12bP1261D2F_R1.fq.gz	X12bP1261D2F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
X12bP152D2F	feces	X12bP152D2F_R1.fq.gz	X12bP152D2F_R2.fq.gz	16S rRNA gene amplicon sequencing of Sus Scrofa gut derived metagenome: feces
